No. of features, selected_features, sim_func, fix_len_func, k stock, window_len, next_t, model, mean_accuracy, std_accuracy, mean_f1, std_f1, mean_rmse, std_rmse, mean_sharp_ratio, mean_profit, std_profit
1, ['Close_proc'], sax, time_join, 25, 0, 7, GradientBoostingClassifier, 0.5281, 0.0372, 0.4237, 0.0567, NaN, NaN, 0.191, 17.366, 41.145
1, ['Close_proc'], sax, pip, 25, 0, 1, RandomForestRegressor, 0.4987, 0.0391, 0.4971, 0.0393, 0.014, 0.003, -0.359, -3.447, 33.613
1, ['Close_proc'], sax, pip, 25, 0, 1, RandomForestClassifier, 0.5052, 0.0391, 0.5021, 0.0395, NaN, NaN, 0.017, 1.324, 53.346
1, ['Close_proc'], sax, pip, 25, 0, 1, GradientBoostingRegressor, 0.5055, 0.0455, 0.4938, 0.0489, 0.011, 0.003, 0.096, 1.273, 50.924
1, ['Close_proc'], sax, pip, 25, 0, 1, GradientBoostingClassifier, 0.5157, 0.0381, 0.4459, 0.0484, NaN, NaN, 0.03, 5.382, 32.468
1, ['Close_proc'], sax, pip, 25, 0, 3, RandomForestRegressor, 0.5052, 0.0479, 0.504, 0.0477, 0.014, 0.003, 0.217, 13.033, 48.682
1, ['Close_proc'], sax, pip, 25, 0, 3, RandomForestClassifier, 0.5084, 0.0501, 0.5052, 0.0498, NaN, NaN, -0.003, 3.927, 54.068
1, ['Close_proc'], sax, pip, 25, 0, 3, GradientBoostingRegressor, 0.5015, 0.0579, 0.4946, 0.0608, 0.011, 0.003, -0.06, 0.412, 37.335
1, ['Close_proc'], sax, pip, 25, 0, 3, GradientBoostingClassifier, 0.5071, 0.0403, 0.4511, 0.0466, NaN, NaN, 0.141, -3.705, 41.619
1, ['Close_proc'], sax, pip, 25, 0, 7, RandomForestRegressor, 0.496, 0.0409, 0.495, 0.041, 0.014, 0.003, 0.2, 18.952, 82.138
1, ['Close_proc'], sax, pip, 25, 0, 7, RandomForestClassifier, 0.5066, 0.0391, 0.503, 0.0385, NaN, NaN, 0.058, 15.273, 53.655
1, ['Close_proc'], sax, pip, 25, 0, 7, GradientBoostingRegressor, 0.4909, 0.0496, 0.4844, 0.051, 0.011, 0.003, -0.009, 6.155, 36.339
1, ['Close_proc'], sax, pip, 25, 0, 7, GradientBoostingClassifier, 0.5173, 0.0419, 0.429, 0.0607, NaN, NaN, 0.148, 18.488, 41.02
1, ['Close_proc'], co-integration, time_join, 25, 0, 1, RandomForestRegressor, 0.4966, 0.0373, 0.4952, 0.0374, 0.013, 0.003, -0.336, -3.557, 33.551
1, ['Close_proc'], co-integration, time_join, 25, 0, 1, RandomForestClassifier, 0.5001, 0.038, 0.4965, 0.0386, NaN, NaN, 0.033, 2.641, 52.608
1, ['Close_proc'], co-integration, time_join, 25, 0, 1, GradientBoostingRegressor, 0.5077, 0.0334, 0.5008, 0.0362, 0.011, 0.003, 0.018, 0.684, 51.029
1, ['Close_proc'], co-integration, time_join, 25, 0, 1, GradientBoostingClassifier, 0.5185, 0.0354, 0.4386, 0.0474, NaN, NaN, 0.083, 6.123, 32.549
1, ['Close_proc'], co-integration, time_join, 25, 0, 3, RandomForestRegressor, 0.5103, 0.0437, 0.5089, 0.0434, 0.013, 0.003, 0.232, 12.343, 49.135
1, ['Close_proc'], co-integration, time_join, 25, 0, 3, RandomForestClassifier, 0.5053, 0.0407, 0.5018, 0.0414, NaN, NaN, 0.072, 5.451, 53.755
1, ['Close_proc'], co-integration, time_join, 25, 0, 3, GradientBoostingRegressor, 0.4967, 0.0555, 0.49, 0.0588, 0.011, 0.003, -0.03, 1.114, 37.082
1, ['Close_proc'], co-integration, time_join, 25, 0, 3, GradientBoostingClassifier, 0.5067, 0.0381, 0.4488, 0.0487, NaN, NaN, 0.174, -2.569, 41.633
1, ['Close_proc'], co-integration, time_join, 25, 0, 7, RandomForestRegressor, 0.5004, 0.0427, 0.4995, 0.0429, 0.014, 0.003, 0.011, 16.249, 82.762
1, ['Close_proc'], co-integration, time_join, 25, 0, 7, RandomForestClassifier, 0.5076, 0.0395, 0.5041, 0.0388, NaN, NaN, 0.053, 14.729, 54.223
1, ['Close_proc'], co-integration, time_join, 25, 0, 7, GradientBoostingRegressor, 0.4967, 0.0501, 0.4912, 0.0513, 0.011, 0.003, 0.109, 6.759, 35.62
1, ['Close_proc'], co-integration, time_join, 25, 0, 7, GradientBoostingClassifier, 0.5181, 0.0427, 0.4348, 0.0574, NaN, NaN, 0.066, 18.703, 41.391
1, ['Close_proc'], co-integration, pip, 25, 0, 1, RandomForestRegressor, 0.5005, 0.0368, 0.4992, 0.037, 0.015, 0.002, 0.373, 9.131, 52.735
1, ['Close_proc'], co-integration, pip, 25, 0, 1, RandomForestClassifier, 0.4969, 0.0391, 0.4948, 0.0384, NaN, NaN, -0.067, -1.758, 53.673
1, ['Close_proc'], co-integration, pip, 25, 0, 1, GradientBoostingRegressor, 0.5046, 0.0393, 0.4982, 0.0389, 0.011, 0.003, 0.303, 5.943, 39.294
1, ['Close_proc'], co-integration, pip, 25, 0, 1, GradientBoostingClassifier, 0.4973, 0.0354, 0.474, 0.0396, NaN, NaN, -0.095, -3.63, 29.341
1, ['Close_proc'], co-integration, pip, 25, 0, 3, RandomForestRegressor, 0.5087, 0.0483, 0.5075, 0.0481, 0.015, 0.005, -0.165, -6.883, 40.916
1, ['Close_proc'], co-integration, pip, 25, 0, 3, RandomForestClassifier, 0.4944, 0.0353, 0.4875, 0.0363, NaN, NaN, -0.125, 1.705, 66.861
1, ['Close_proc'], co-integration, pip, 25, 0, 3, GradientBoostingRegressor, 0.5036, 0.0406, 0.4947, 0.0419, 0.012, 0.003, -0.231, -1.663, 25.021
1, ['Close_proc'], co-integration, pip, 25, 0, 3, GradientBoostingClassifier, 0.5308, 0.036, 0.3854, 0.0368, NaN, NaN, 0.206, 5.7, 34.895
1, ['Close_proc'], co-integration, pip, 25, 0, 7, RandomForestRegressor, 0.4996, 0.0515, 0.4984, 0.0516, 0.015, 0.003, -0.077, -3.183, 26.329
1, ['Close_proc'], co-integration, pip, 25, 0, 7, RandomForestClassifier, 0.5051, 0.0431, 0.4984, 0.0414, NaN, NaN, 0.279, 17.003, 61.317
1, ['Close_proc'], co-integration, pip, 25, 0, 7, GradientBoostingRegressor, 0.4913, 0.0511, 0.4833, 0.0506, 0.011, 0.003, -0.151, 0.509, 50.107
1, ['Close_proc'], co-integration, pip, 25, 0, 7, GradientBoostingClassifier, 0.5266, 0.0409, 0.3859, 0.0384, NaN, NaN, 0.099, 18.163, 61.578
1, ['Close_proc'], euclidean, time_join, 50, 0, 1, RandomForestRegressor, 0.5097, 0.0385, 0.5079, 0.0381, 0.014, 0.003, 0.235, 15.886, 57.133
1, ['Close_proc'], euclidean, time_join, 50, 0, 1, RandomForestClassifier, 0.4974, 0.0461, 0.496, 0.0461, NaN, NaN, -0.039, 4.593, 43.646
1, ['Close_proc'], euclidean, time_join, 50, 0, 1, GradientBoostingRegressor, 0.4976, 0.0446, 0.4909, 0.0469, 0.011, 0.003, 0.048, 12.762, 49.41
1, ['Close_proc'], euclidean, time_join, 50, 0, 1, GradientBoostingClassifier, 0.5153, 0.0438, 0.5051, 0.0443, NaN, NaN, 0.117, 13.372, 55.878
1, ['Close_proc'], euclidean, time_join, 50, 0, 3, RandomForestRegressor, 0.5106, 0.0404, 0.5094, 0.0405, 0.014, 0.003, -0.307, -1.218, 32.663
1, ['Close_proc'], euclidean, time_join, 50, 0, 3, RandomForestClassifier, 0.508, 0.0385, 0.5027, 0.0385, NaN, NaN, -0.024, 10.174, 39.267
1, ['Close_proc'], euclidean, time_join, 50, 0, 3, GradientBoostingRegressor, 0.4989, 0.0406, 0.4923, 0.0424, 0.011, 0.003, -0.461, -8.68, 26.558
1, ['Close_proc'], euclidean, time_join, 50, 0, 3, GradientBoostingClassifier, 0.5203, 0.0344, 0.4183, 0.0426, NaN, NaN, 0.008, 0.266, 30.643
1, ['Close_proc'], euclidean, time_join, 50, 0, 7, RandomForestRegressor, 0.4858, 0.0367, 0.4846, 0.0368, 0.014, 0.003, -0.043, 3.034, 21.791
1, ['Close_proc'], euclidean, time_join, 50, 0, 7, RandomForestClassifier, 0.5, 0.0337, 0.4927, 0.0318, NaN, NaN, 0.29, 4.039, 54.079
1, ['Close_proc'], euclidean, time_join, 50, 0, 7, GradientBoostingRegressor, 0.4887, 0.0439, 0.4819, 0.0446, 0.011, 0.003, 0.128, -1.338, 39.219
1, ['Close_proc'], euclidean, time_join, 50, 0, 7, GradientBoostingClassifier, 0.5247, 0.0386, 0.3756, 0.0384, NaN, NaN, -0.091, -0.219, 45.835
1, ['Close_proc'], euclidean, pip, 50, 0, 1, RandomForestRegressor, 0.5129, 0.0398, 0.5112, 0.0404, 0.014, 0.003, 0.348, 19.314, 64.56
1, ['Close_proc'], euclidean, pip, 50, 0, 1, RandomForestClassifier, 0.5005, 0.0479, 0.4987, 0.048, NaN, NaN, 0.034, 5.323, 48.062
1, ['Close_proc'], euclidean, pip, 50, 0, 1, GradientBoostingRegressor, 0.5072, 0.0463, 0.4981, 0.0504, 0.011, 0.003, 0.441, 14.969, 46.131
1, ['Close_proc'], euclidean, pip, 50, 0, 1, GradientBoostingClassifier, 0.5168, 0.0402, 0.5062, 0.0403, NaN, NaN, 0.214, 12.43, 53.393
1, ['Close_proc'], euclidean, pip, 50, 0, 3, RandomForestRegressor, 0.5154, 0.04, 0.5142, 0.0401, 0.014, 0.002, -0.215, 1.415, 32.101
1, ['Close_proc'], euclidean, pip, 50, 0, 3, RandomForestClassifier, 0.5084, 0.0396, 0.5036, 0.0393, NaN, NaN, 0.092, 10.25, 42.16
1, ['Close_proc'], euclidean, pip, 50, 0, 3, GradientBoostingRegressor, 0.5072, 0.048, 0.5012, 0.0489, 0.011, 0.003, -0.391, -7.628, 28.555
1, ['Close_proc'], euclidean, pip, 50, 0, 3, GradientBoostingClassifier, 0.5221, 0.0393, 0.4207, 0.039, NaN, NaN, 0.038, 1.958, 26.497
1, ['Close_proc'], euclidean, pip, 50, 0, 7, RandomForestRegressor, 0.493, 0.0438, 0.4916, 0.0436, 0.014, 0.003, -0.188, -0.5, 21.736
1, ['Close_proc'], euclidean, pip, 50, 0, 7, RandomForestClassifier, 0.496, 0.0383, 0.489, 0.0373, NaN, NaN, 0.224, 4.991, 47.809
1, ['Close_proc'], euclidean, pip, 50, 0, 7, GradientBoostingRegressor, 0.4932, 0.0464, 0.4864, 0.0472, 0.011, 0.003, 0.051, -1.019, 37.897
1, ['Close_proc'], euclidean, pip, 50, 0, 7, GradientBoostingClassifier, 0.5272, 0.0354, 0.3756, 0.0339, NaN, NaN, 0.022, 5.734, 37.956
1, ['Close_proc'], sax, time_join, 50, 0, 1, RandomForestRegressor, 0.4974, 0.0349, 0.496, 0.0348, 0.014, 0.003, -0.56, -1.122, 32.808
1, ['Close_proc'], sax, time_join, 50, 0, 1, RandomForestClassifier, 0.5056, 0.0366, 0.5038, 0.0369, NaN, NaN, 0.02, 2.919, 52.948
1, ['Close_proc'], sax, time_join, 50, 0, 1, GradientBoostingRegressor, 0.5097, 0.0381, 0.4959, 0.0404, 0.011, 0.003, 0.147, 1.859, 50.473
1, ['Close_proc'], sax, time_join, 50, 0, 1, GradientBoostingClassifier, 0.5187, 0.0421, 0.4819, 0.051, NaN, NaN, -0.099, 3.833, 33.056
1, ['Close_proc'], sax, time_join, 50, 0, 3, RandomForestRegressor, 0.5031, 0.0565, 0.5019, 0.0566, 0.014, 0.003, -0.252, 10.065, 48.925
1, ['Close_proc'], sax, time_join, 50, 0, 3, RandomForestClassifier, 0.5003, 0.0549, 0.4962, 0.0551, NaN, NaN, -0.144, 4.954, 54.037
1, ['Close_proc'], sax, time_join, 50, 0, 3, GradientBoostingRegressor, 0.5025, 0.0584, 0.4952, 0.06, 0.011, 0.003, -0.034, 3.218, 37.514
1, ['Close_proc'], sax, time_join, 50, 0, 3, GradientBoostingClassifier, 0.516, 0.0376, 0.4226, 0.0597, NaN, NaN, 0.076, -4.204, 41.644
1, ['Close_proc'], sax, time_join, 50, 0, 7, RandomForestRegressor, 0.4963, 0.047, 0.4951, 0.0468, 0.014, 0.003, 0.1, 18.544, 82.281
1, ['Close_proc'], sax, time_join, 50, 0, 7, RandomForestClassifier, 0.5026, 0.0364, 0.4972, 0.0352, NaN, NaN, 0.155, 15.77, 53.602
1, ['Close_proc'], sax, time_join, 50, 0, 7, GradientBoostingRegressor, 0.4892, 0.0431, 0.4828, 0.0445, 0.011, 0.003, -0.041, 7.085, 35.476
1, ['Close_proc'], sax, time_join, 50, 0, 7, GradientBoostingClassifier, 0.5247, 0.0324, 0.4026, 0.055, NaN, NaN, 0.234, 17.978, 40.697
1, ['Close_proc'], sax, pip, 50, 0, 1, RandomForestRegressor, 0.4979, 0.0399, 0.4964, 0.0402, 0.014, 0.003, -0.413, -3.173, 33.164
1, ['Close_proc'], sax, pip, 50, 0, 1, RandomForestClassifier, 0.5053, 0.0442, 0.5022, 0.0448, NaN, NaN, -0.043, 1.563, 53.479
1, ['Close_proc'], sax, pip, 50, 0, 1, GradientBoostingRegressor, 0.5046, 0.0453, 0.493, 0.0494, 0.011, 0.003, 0.037, 1.544, 51.05
1, ['Close_proc'], sax, pip, 50, 0, 1, GradientBoostingClassifier, 0.5151, 0.0371, 0.4498, 0.0516, NaN, NaN, 0.021, 5.113, 32.081
1, ['Close_proc'], sax, pip, 50, 0, 3, RandomForestRegressor, 0.5102, 0.0481, 0.5089, 0.0479, 0.014, 0.003, 0.277, 13.459, 48.239
1, ['Close_proc'], sax, pip, 50, 0, 3, RandomForestClassifier, 0.5066, 0.0491, 0.5035, 0.0487, NaN, NaN, -0.048, 3.291, 54.222
1, ['Close_proc'], sax, pip, 50, 0, 3, GradientBoostingRegressor, 0.4972, 0.0536, 0.4899, 0.0566, 0.011, 0.003, 0.011, 1.241, 36.963
1, ['Close_proc'], sax, pip, 50, 0, 3, GradientBoostingClassifier, 0.5077, 0.0394, 0.4511, 0.0468, NaN, NaN, 0.233, -3.481, 41.575
1, ['Close_proc'], sax, pip, 50, 0, 7, RandomForestRegressor, 0.4947, 0.0447, 0.4935, 0.0448, 0.014, 0.003, 0.106, 18.203, 82.095
1, ['Close_proc'], sax, pip, 50, 0, 7, RandomForestClassifier, 0.5035, 0.0353, 0.4997, 0.0346, NaN, NaN, 0.076, 15.705, 53.395
1, ['Close_proc'], sax, pip, 50, 0, 7, GradientBoostingRegressor, 0.4906, 0.0481, 0.4845, 0.0497, 0.011, 0.003, 0.199, 7.868, 36.472
1, ['Close_proc'], sax, pip, 50, 0, 7, GradientBoostingClassifier, 0.5185, 0.0429, 0.4311, 0.0606, NaN, NaN, 0.165, 19.114, 40.877
1, ['Close_proc'], co-integration, time_join, 50, 0, 1, RandomForestRegressor, 0.4966, 0.0373, 0.4952, 0.0374, 0.013, 0.003, -0.336, -3.557, 33.551
1, ['Close_proc'], co-integration, time_join, 50, 0, 1, RandomForestClassifier, 0.5001, 0.038, 0.4965, 0.0386, NaN, NaN, 0.033, 2.641, 52.608
1, ['Close_proc'], co-integration, time_join, 50, 0, 1, GradientBoostingRegressor, 0.5077, 0.0334, 0.5008, 0.0362, 0.011, 0.003, 0.018, 0.684, 51.029
1, ['Close_proc'], co-integration, time_join, 50, 0, 1, GradientBoostingClassifier, 0.5185, 0.0354, 0.4386, 0.0474, NaN, NaN, 0.083, 6.123, 32.549
1, ['Close_proc'], co-integration, time_join, 50, 0, 3, RandomForestRegressor, 0.5103, 0.0437, 0.5089, 0.0434, 0.013, 0.003, 0.232, 12.343, 49.135
1, ['Close_proc'], co-integration, time_join, 50, 0, 3, RandomForestClassifier, 0.5053, 0.0407, 0.5018, 0.0414, NaN, NaN, 0.072, 5.451, 53.755
1, ['Close_proc'], co-integration, time_join, 50, 0, 3, GradientBoostingRegressor, 0.4967, 0.0555, 0.49, 0.0588, 0.011, 0.003, -0.03, 1.114, 37.082
1, ['Close_proc'], co-integration, time_join, 50, 0, 3, GradientBoostingClassifier, 0.5067, 0.0381, 0.4488, 0.0487, NaN, NaN, 0.174, -2.569, 41.633
1, ['Close_proc'], co-integration, time_join, 50, 0, 7, RandomForestRegressor, 0.5004, 0.0427, 0.4995, 0.0429, 0.014, 0.003, 0.011, 16.249, 82.762
1, ['Close_proc'], co-integration, time_join, 50, 0, 7, RandomForestClassifier, 0.5076, 0.0395, 0.5041, 0.0388, NaN, NaN, 0.053, 14.729, 54.223
1, ['Close_proc'], co-integration, time_join, 50, 0, 7, GradientBoostingRegressor, 0.4967, 0.0501, 0.4912, 0.0513, 0.011, 0.003, 0.109, 6.759, 35.62
1, ['Close_proc'], co-integration, time_join, 50, 0, 7, GradientBoostingClassifier, 0.5181, 0.0427, 0.4348, 0.0574, NaN, NaN, 0.066, 18.703, 41.391
1, ['Close_proc'], co-integration, pip, 50, 0, 1, RandomForestRegressor, 0.5016, 0.0376, 0.5004, 0.0373, 0.015, 0.003, 0.125, 7.233, 80.529
1, ['Close_proc'], co-integration, pip, 50, 0, 1, RandomForestClassifier, 0.4974, 0.0425, 0.4947, 0.0419, NaN, NaN, -0.261, -8.013, 55.197
1, ['Close_proc'], co-integration, pip, 50, 0, 1, GradientBoostingRegressor, 0.5041, 0.0398, 0.4931, 0.0415, 0.011, 0.003, 0.242, -0.96, 17.282
1, ['Close_proc'], co-integration, pip, 50, 0, 1, GradientBoostingClassifier, 0.5018, 0.0433, 0.485, 0.0449, NaN, NaN, -0.1, 0.835, 41.147
1, ['Close_proc'], co-integration, pip, 50, 0, 3, RandomForestRegressor, 0.5128, 0.0458, 0.5114, 0.0461, 0.015, 0.004, -0.059, -7.209, 43.863
1, ['Close_proc'], co-integration, pip, 50, 0, 3, RandomForestClassifier, 0.4986, 0.0338, 0.4921, 0.0349, NaN, NaN, -0.196, -1.699, 55.967
1, ['Close_proc'], co-integration, pip, 50, 0, 3, GradientBoostingRegressor, 0.5118, 0.0413, 0.5036, 0.043, 0.012, 0.004, -0.566, -8.491, 45.752
1, ['Close_proc'], co-integration, pip, 50, 0, 3, GradientBoostingClassifier, 0.527, 0.038, 0.4084, 0.0501, NaN, NaN, -0.112, -3.294, 47.409
1, ['Close_proc'], co-integration, pip, 50, 0, 7, RandomForestRegressor, 0.501, 0.0373, 0.4999, 0.0372, 0.015, 0.003, 0.337, 16.662, 73.683
1, ['Close_proc'], co-integration, pip, 50, 0, 7, RandomForestClassifier, 0.4997, 0.034, 0.4914, 0.0346, NaN, NaN, 0.512, 18.79, 53.883
1, ['Close_proc'], co-integration, pip, 50, 0, 7, GradientBoostingRegressor, 0.4926, 0.0492, 0.4704, 0.0533, 0.012, 0.003, -0.038, 13.705, 47.158
1, ['Close_proc'], co-integration, pip, 50, 0, 7, GradientBoostingClassifier, 0.5234, 0.0326, 0.361, 0.022, NaN, NaN, 0.099, 17.897, 60.509
